Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
602.05,293.24,0.272,91.1,497,13.6,10241,350,0.7002
690.59,324.03,0.567,68.5,2861,19.7,2895,326,0.9342
643.47,284.9,0.324,92.1,204,14.9,8061,291,0.7172
621.68,278.18,0.557,63.7,3576,17.0,9634,243,0.926
613.79,301.72,0.342,93.2,1,28.4,7064,894,0.7707
585.13,241.3,0.639,56.2,4414,21.8,15000,235,0.9439
629.19,299.98,0.217,94.7,138,26.1,6520,327,0.6561
652.16,310.71,0.776,50.0,5000,17.7,6265,403,0.9782
628.47,276.35,0.653,58.8,3998,16.6,8613,225,0.949
650.8,305.18,0.491,79.3,1551,8.5,5735,656,0.8879
671.57,322.81,0.325,72.3,3010,16.3,3676,7,0.8606
659.53,321.04,0.099,96.9,156,-13.2,4707,151,0.5884
645.05,271.8,0.265,92.7,290,14.1,10274,288,0.68
639.72,287.65,0.202,89.5,922,19.2,7085,6,0.661
627.64,263.15,0.483,79.5,1542,25.6,13106,829,0.8764
695.21,327.76,0.54,60.7,4053,17.3,6676,525,0.9552
635.08,277.55,0.278,83.4,1565,23.5,10132,74,0.745
620.39,287.24,0.404,76.5,2188,-1.8,9533,121,0.8372
653.95,302.38,0.475,74.5,2278,19.4,6632,339,0.8894
636.5,308.18,0.537,59.7,4200,3.2,5364,125,0.9383
659.05,336.46,0.567,67.6,2999,7.9,2805,583,0.9425
639.57,279.42,0.586,53.1,5000,18.1,9659,86,0.9527
585.0,259.14,0.234,95.0,40,32.8,11595,512,0.6332
663.59,327.56,0.232,92.1,466,23.7,3230,187,0.7049
640.55,288.97,0.687,51.1,5000,20.2,6889,181,0.9666
663.59,316.95,0.529,67.3,3143,19.8,5999,55,0.9185
635.73,290.6,0.51,85.4,622,12.9,9654,1000,0.8739
641.29,311.69,0.65,51.8,5000,14.6,7014,127,0.9646
636.21,255.04,0.468,62.0,4079,24.3,11969,69,0.9091
639.55,302.01,0.051,98.0,134,6.1,6847,10,0.5122
670.96,342.13,0.503,66.5,3335,25.9,4291,204,0.9292
653.35,290.82,0.477,68.9,3069,16.1,6594,10,0.8941
625.15,296.79,0.14,93.7,500,28.3,6924,182,0.611
631.63,282.63,0.546,73.5,2213,29.6,9578,699,0.9122
618.78,296.92,0.73,50.2,5000,3.3,6879,207,0.9701
611.49,280.32,0.319,77.8,2253,14.2,9320,13,0.7902
643.44,306.89,0.498,66.4,3361,11.4,5629,92,0.9129
633.75,286.65,0.168,95.2,209,1.9,7116,15,0.5851
654.64,299.64,0.55,70.7,2600,9.7,5645,641,0.9268
639.06,306.13,0.274,91.3,458,44.4,5460,82,0.6943
618.23,235.76,0.158,95.8,149,26.1,11825,20,0.529
645.52,297.95,0.594,76.8,1606,39.2,5855,1000,0.9251
640.46,301.43,0.406,72.3,2777,28.3,6957,200,0.8749
630.23,266.97,0.366,81.5,1583,12.6,11134,156,0.7899
625.4,268.71,0.836,50.0,5000,16.2,10250,786,0.9814
603.7,257.61,0.388,75.5,2379,25.9,12924,227,0.8297
634.9,281.01,0.021,97.8,250,24.4,9448,99,0.4932
652.0,312.68,0.746,50.0,5000,14.2,6199,471,0.9774
599.34,252.73,0.174,94.2,332,4.9,14171,95,0.5667
609.97,279.97,0.502,70.0,2840,50.0,9746,175,0.8904
626.02,286.44,0.306,91.6,322,18.6,7536,488,0.7283
647.46,290.94,0.873,50.0,5000,16.7,8172,804,0.9849
629.18,271.38,0.298,88.4,807,21.1,8538,279,0.7249
667.18,318.87,0.271,84.9,1370,17.6,7290,211,0.7771
647.8,307.05,0.237,86.4,1258,21.2,3872,24,0.7212
634.1,260.56,0.294,92.6,215,32.9,12880,288,0.6811
634.72,289.76,0.308,84.2,1362,18.8,7934,119,0.76
622.89,288.87,0.196,93.8,324,8.4,8550,217,0.6326
615.12,251.39,0.555,66.1,3239,18.4,14234,409,0.9173
647.91,297.91,0.709,50.7,5000,15.4,5950,307,0.9716
637.25,286.79,0.469,67.4,3301,34.2,9966,31,0.8953
692.99,318.87,0.23,87.5,1128,31.7,5623,152,0.7469
669.26,284.5,0.108,97.8,5,21.1,8963,67,0.5509
647.53,295.61,0.129,96.9,75,7.2,8605,49,0.5658
640.22,294.78,0.261,85.2,1367,7.7,10372,75,0.736
615.62,272.66,0.585,72.3,2276,20.2,11625,760,0.9197
651.09,310.0,0.558,64.8,3424,23.4,6261,374,0.9372
614.58,247.61,0.49,77.3,1830,16.3,12250,716,0.8741
606.84,270.97,0.695,50.9,5000,15.2,12462,212,0.9638
633.25,295.96,0.187,86.7,1362,14.1,7250,0,0.6835
644.33,302.47,0.23,82.5,1833,19.8,7980,11,0.7463
631.06,306.66,0.3,90.3,523,-3.8,6517,47,0.7071
605.85,287.83,0.316,87.8,830,9.0,7084,455,0.7532
616.94,316.59,0.282,78.2,2299,13.7,4390,68,0.7996
632.59,288.95,0.314,80.8,1841,32.1,10333,32,0.7799
688.5,367.48,0.344,86.6,923,11.9,1849,592,0.8448
648.96,299.66,0.164,95.0,238,21.8,5909,78,0.6089
605.47,279.84,0.186,90.4,839,22.3,7862,209,0.6476
596.01,266.32,0.169,96.0,90,33.0,11899,124,0.5571
664.0,307.93,0.475,78.3,1739,32.6,6364,681,0.8937
629.04,290.78,0.377,87.0,780,19.4,9284,366,0.783
648.01,305.76,0.3,87.3,956,15.2,7757,181,0.7524
645.83,278.66,0.408,79.8,1712,13.4,10835,596,0.8539
603.94,278.44,0.279,82.2,1741,17.6,9127,389,0.7732
634.95,280.14,0.407,79.4,1775,15.7,10491,496,0.8475
633.93,293.86,0.489,80.7,1353,25.5,6348,1000,0.8915
631.89,300.43,0.208,86.4,1339,24.2,4958,68,0.7038
648.81,298.39,0.454,66.7,3443,25.9,9101,68,0.9025
661.49,314.4,0.292,85.3,1261,32.6,6537,244,0.7798
638.93,272.24,0.313,82.9,1536,38.6,8091,228,0.7737
640.84,299.24,0.903,50.0,5000,21.2,8952,610,0.9847
608.76,269.43,0.134,94.5,399,31.0,11726,51,0.5557
611.19,287.83,0.521,71.4,2592,16.5,10360,166,0.8903
622.91,291.44,0.347,84.0,1282,31.9,5957,225,0.781
643.88,311.83,0.526,64.5,3550,30.6,4565,187,0.9275
581.7,251.09,0.214,88.4,1035,30.1,13122,21,0.6265
648.92,325.07,0.155,91.8,722,20.9,3252,48,0.6517
648.46,304.43,0.116,94.4,466,13.3,6642,50,0.5929
585.71,258.51,0.562,59.8,4115,6.1,9936,272,0.9301
626.19,254.12,0.437,73.4,2534,19.6,12916,168,0.8546
653.72,292.99,0.114,96.6,160,35.3,7431,59,0.5641
633.46,286.88,0.485,72.7,2500,16.9,8082,400,0.8932
675.14,309.38,0.277,94.0,71,27.9,5375,487,0.7299
636.82,314.15,0.16,94.0,401,28.4,8380,71,0.6216
645.41,316.99,0.379,79.8,1797,17.2,4550,385,0.8481
615.83,293.72,0.246,86.3,1245,33.2,5749,20,0.7039
615.51,284.4,0.558,63.0,3671,-9.1,10292,581,0.939
646.96,311.96,0.561,75.6,1872,7.8,6699,987,0.927
627.87,281.6,0.519,54.5,5000,10.8,10752,51,0.9416
659.69,289.84,0.603,60.8,3865,11.8,7539,463,0.9509
669.02,333.93,0.258,89.0,832,23.4,3893,31,0.7326
634.55,275.14,0.722,60.3,3593,22.9,11505,975,0.967
662.36,329.29,0.57,59.9,4079,23.9,4054,180,0.9488
661.9,311.13,0.692,51.0,5000,26.0,6195,230,0.971
639.84,307.88,0.256,94.7,25,10.5,7401,433,0.694
611.06,273.91,0.541,60.0,4155,7.8,11017,86,0.9273
673.79,308.74,0.171,95.6,145,24.0,6421,153,0.634
661.83,309.56,0.276,83.9,1502,13.7,5220,22,0.763
631.39,286.47,0.287,86.7,1071,4.3,8488,286,0.7448
681.35,315.29,0.714,50.6,5000,29.7,7358,482,0.977
640.65,298.5,0.411,84.5,1039,34.0,6598,573,0.833
642.23,286.33,0.364,80.0,1813,35.6,8649,231,0.8184
649.92,315.59,0.478,73.9,2355,21.9,4389,435,0.9
663.09,333.22,0.128,97.2,38,26.3,2834,49,0.5974
588.8,234.45,0.411,79.2,1788,33.7,14416,408,0.8112
637.95,283.82,0.194,85.8,1460,13.6,8313,1,0.6886
587.06,288.15,0.238,82.6,1803,31.1,8523,65,0.7236
641.84,311.14,0.191,95.1,158,22.8,5654,302,0.6518
652.92,262.85,0.17,95.8,114,29.1,10693,116,0.5835
679.72,309.19,0.147,94.3,391,21.9,6400,159,0.6393
665.59,343.58,0.657,58.2,4073,33.0,0,525,0.9672
640.48,306.85,0.287,88.1,882,22.2,6299,254,0.7456
673.04,310.47,0.341,85.2,1138,5.2,7156,153,0.7912
639.52,299.41,0.199,89.1,989,34.5,7490,188,0.6909
661.63,303.78,0.578,70.8,2506,10.5,7403,566,0.9293
655.3,296.44,0.242,90.9,601,32.5,6065,199,0.6974
641.33,293.97,0.387,91.3,142,19.1,5775,625,0.782
647.71,309.09,0.161,90.1,950,31.8,7106,85,0.6638
700.32,343.71,0.464,72.4,2603,31.3,3064,229,0.9101
670.52,348.82,0.644,52.4,4929,24.3,2127,138,0.969
629.92,281.54,0.136,96.5,104,25.1,8294,268,0.5809
636.77,285.48,0.526,66.1,3327,24.2,8344,257,0.9184
603.87,255.34,0.068,97.7,137,-0.1,10638,254,0.5018
649.59,290.77,0.29,88.6,803,21.2,7233,225,0.734
657.83,317.64,0.122,97.2,45,8.8,4419,182,0.596
675.46,338.62,0.857,50.0,4850,21.7,2181,724,0.9861
654.84,313.2,0.465,73.5,2454,8.6,5329,94,0.883
625.8,294.63,0.293,87.7,921,8.2,9268,171,0.7304
625.42,272.81,0.256,88.2,948,36.0,12324,71,0.6872
628.47,292.6,0.286,79.9,2042,30.7,8162,121,0.785
633.67,326.35,0.153,95.6,188,20.0,4359,86,0.6107
668.94,312.76,0.207,93.7,313,21.8,5360,332,0.6885
661.52,322.44,0.572,62.1,3758,17.5,5454,369,0.9478
654.82,315.15,0.267,91.5,452,25.7,6782,97,0.7033
633.75,272.96,0.672,68.3,2594,13.2,11363,1000,0.9496
605.53,272.74,0.205,92.3,512,29.9,11597,100,0.6189
648.65,301.61,0.275,93.2,185,17.5,7483,529,0.7246
652.18,287.42,0.654,54.5,4606,15.8,8549,104,0.9581
690.95,323.04,0.632,54.7,4639,20.2,5607,160,0.9642
645.45,313.34,0.296,81.0,1859,14.1,2870,328,0.8125
608.86,258.48,0.269,85.9,1240,23.3,13365,245,0.7155
684.08,348.36,0.396,80.8,1609,14.6,1033,212,0.8575
653.36,332.11,0.353,85.6,1049,24.7,2492,474,0.821
615.23,251.43,0.468,70.7,2831,32.2,13389,369,0.8828
652.3,304.82,0.666,66.9,2809,12.8,8050,737,0.9519
649.23,304.24,0.45,67.0,3418,18.7,4622,79,0.9029
649.19,286.88,0.235,84.9,1480,24.6,10048,5,0.7207
611.38,273.94,0.738,62.5,3232,15.6,10319,1000,0.9635
642.06,308.42,0.156,94.5,339,24.6,4002,100,0.6165
682.41,307.29,0.138,96.8,61,25.6,6401,13,0.592
603.92,263.01,0.272,79.9,2089,30.8,10629,85,0.7528
643.26,300.39,0.258,93.3,223,13.9,5549,331,0.6938
647.85,285.83,0.314,82.5,1600,10.6,8846,266,0.7907
639.01,274.72,0.418,73.7,2554,16.9,12274,69,0.8534
701.95,353.9,0.246,87.7,1045,10.3,823,62,0.7647
650.59,304.44,0.276,93.8,90,25.6,6976,176,0.6854
635.0,294.54,0.471,59.9,4363,8.4,8785,4,0.9228
669.43,338.15,0.087,97.6,88,43.3,2624,1,0.5744
640.1,293.8,0.641,54.1,4703,33.0,6411,288,0.9613
648.84,289.86,0.13,96.6,108,20.1,11133,118,0.5741
650.17,302.79,0.397,73.4,2657,28.7,5887,7,0.8595
641.57,310.0,0.613,52.6,5000,3.6,3547,185,0.9617
616.4,253.09,0.856,50.0,4750,45.2,11392,823,0.9805
598.3,262.49,0.582,56.9,4477,14.1,9334,88,0.937
635.64,286.31,0.554,58.7,4293,18.8,7793,87,0.9377
617.88,292.45,0.287,84.2,1428,1.4,7705,189,0.7546
623.71,267.39,0.259,83.3,1631,24.9,11085,48,0.7257
633.38,283.93,0.359,79.2,1934,8.9,8884,305,0.8236
632.79,271.34,0.733,53.5,4526,21.0,9937,548,0.9696
665.94,312.44,0.365,67.1,3642,14.6,5922,65,0.8921
672.51,340.77,0.505,68.4,3056,9.2,2248,323,0.9276
634.7,285.29,0.54,73.4,2252,12.0,9866,657,0.9111
597.32,248.33,0.458,77.3,1927,22.3,11303,700,0.8625
640.8,301.04,0.677,51.3,5000,7.2,7326,241,0.9678
618.67,272.09,0.181,93.4,428,12.5,10663,50,0.5963
639.32,295.49,0.262,91.8,428,26.6,6994,323,0.7038
672.82,308.73,0.739,50.1,5000,46.0,7728,398,0.9768
627.04,262.69,0.402,80.6,1611,24.8,13257,421,0.8243
611.38,284.6,0.446,81.8,1321,10.8,7125,817,0.8598
650.11,313.2,0.514,63.0,3802,16.3,6948,287,0.9345
678.39,322.99,0.488,63.6,3791,20.3,2390,188,0.932
607.99,274.62,0.262,92.0,389,16.5,10070,209,0.6622
637.26,307.28,0.148,94.4,381,29.0,5870,116,0.6131
641.43,274.55,0.388,69.9,3172,22.2,8442,18,0.8637
658.78,297.08,0.563,67.1,3080,29.1,7055,379,0.9303
640.27,291.28,0.112,94.2,510,16.9,6663,6,0.575
625.46,293.14,0.52,63.7,3684,33.3,7647,20,0.9166
638.33,301.5,0.365,83.5,1308,18.3,7877,122,0.7921
605.55,288.1,0.413,82.8,1270,10.3,11528,802,0.8451
648.45,279.05,0.702,50.8,5000,41.8,12561,198,0.9677
624.91,270.44,0.309,83.5,1465,1.8,9952,73,0.7476
638.82,289.23,0.302,91.9,295,12.6,11815,682,0.7497
603.96,267.4,0.341,88.6,657,13.7,10562,254,0.7245
618.33,270.31,0.19,90.5,812,45.1,9484,139,0.6395
624.56,261.38,0.757,50.0,5000,38.1,12365,377,0.9718
651.28,316.52,0.195,91.8,613,34.9,4075,175,0.6788
667.71,300.77,0.295,86.2,1126,16.7,5947,393,0.7822
637.9,303.91,0.456,71.4,2770,44.3,5537,74,0.8832
653.3,310.73,0.114,93.2,641,23.7,7096,49,0.6114
633.9,278.55,0.374,75.5,2419,29.8,10058,185,0.8398
640.43,309.19,0.14,93.9,465,21.8,4655,116,0.6164
636.09,268.68,0.162,92.9,556,19.5,9508,279,0.6263
636.0,296.18,0.778,50.0,5000,17.5,6239,466,0.9773
650.66,296.7,0.351,86.5,921,17.9,6959,695,0.8142
646.41,289.29,0.476,72.1,2616,26.1,8601,429,0.8987
587.33,261.83,0.52,63.8,3666,23.7,13044,125,0.9067
656.7,309.16,0.277,88.5,852,19.7,5863,390,0.7588
624.91,300.93,0.304,87.7,884,35.1,7760,226,0.7429
655.33,314.75,0.644,66.2,2966,-9.7,4765,710,0.9524
654.62,311.48,0.321,80.4,1868,25.1,5834,368,0.8282
630.23,307.07,0.2,89.7,898,27.2,4738,49,0.6719
629.59,295.14,0.382,72.9,2769,31.5,8734,24,0.8515
667.06,288.83,0.577,60.4,3986,19.4,9276,235,0.944
642.1,290.42,0.122,93.8,536,22.1,10061,136,0.5998
682.99,321.93,0.066,98.3,49,29.9,5739,55,0.5582
646.89,308.63,0.323,89.0,641,34.9,9524,479,0.7745
646.32,307.48,0.317,77.9,2245,17.0,8339,141,0.8225
633.89,298.86,0.627,52.7,4936,22.7,7827,27,0.9576
674.75,334.27,0.543,61.2,3976,36.8,4276,91,0.9432
627.43,308.11,0.22,92.1,502,-1.2,8460,339,0.6886
641.59,284.51,0.616,57.7,4257,13.1,8555,313,0.9523
640.28,281.68,0.41,68.4,3329,34.7,8305,91,0.8819
619.06,269.88,0.381,73.7,2652,30.9,9200,125,0.8407
624.48,278.73,0.433,75.0,2331,25.2,10084,15,0.8445
646.8,306.25,0.727,62.3,3291,15.5,4706,919,0.9673
653.45,316.99,0.586,60.4,3957,11.2,7350,119,0.9449
626.12,262.33,0.663,62.7,3420,14.1,9547,795,0.9532
669.67,294.3,0.234,93.5,260,35.5,7195,504,0.7075
621.66,285.42,0.448,73.0,2561,13.7,10878,122,0.8667
661.75,293.45,0.566,62.8,3682,21.0,8271,355,0.9408
674.44,343.17,0.17,93.7,411,12.5,2135,193,0.6793
591.09,265.96,0.485,86.9,481,28.4,10518,1000,0.8402
638.61,281.93,0.521,67.9,3083,14.6,7649,305,0.9131
663.2,337.48,0.167,90.7,843,19.0,2691,220,0.7005
647.6,304.25,0.326,86.3,1021,3.2,7243,305,0.779
631.13,327.99,0.213,89.1,947,3.9,4195,75,0.6991
623.98,276.93,0.178,93.1,479,20.1,10259,110,0.6114
676.08,312.07,0.709,50.7,5000,6.7,7892,374,0.975
646.35,315.22,0.382,69.3,3278,41.1,5229,26,0.8807
630.98,284.6,0.15,92.9,577,-0.6,10433,108,0.6085
640.34,288.86,0.2,94.4,224,12.0,9376,290,0.6447
621.95,278.82,0.528,82.9,932,20.2,7293,1000,0.8828
674.42,325.0,0.465,83.1,1073,16.3,4263,780,0.8828
663.45,318.5,0.221,95.5,14,9.0,5473,536,0.7003
647.11,321.69,0.59,57.5,4363,10.4,5428,208,0.9536
599.4,271.36,0.596,61.3,3811,10.1,10239,490,0.9408
661.95,339.17,0.562,62.1,3796,17.1,2957,246,0.9465
617.61,282.33,0.452,67.9,3278,39.5,7858,184,0.8925
650.43,302.6,0.395,73.5,2642,20.8,7249,76,0.8623
634.37,266.4,0.624,73.4,2013,31.8,11107,904,0.928
629.96,276.56,0.68,51.2,5000,25.1,8698,274,0.9655
625.94,272.63,0.338,75.7,2488,31.1,9606,338,0.8348
680.72,315.94,0.322,79.6,1990,-8.0,6424,46,0.82
637.66,330.43,0.429,69.5,3110,17.0,4307,169,0.8983
640.21,294.77,0.397,88.1,565,33.1,7024,1000,0.8353
638.94,275.89,0.711,50.6,5000,14.3,10331,425,0.971
618.01,264.39,0.33,93.1,39,37.6,10325,643,0.7234
658.59,313.57,0.415,77.0,2091,34.8,6708,151,0.8592
651.02,322.16,0.095,97.0,160,15.3,5418,21,0.5665
658.54,302.03,0.528,62.4,3839,15.0,4830,130,0.9318
617.85,278.49,0.617,52.5,5000,9.9,7590,141,0.9557
664.9,308.98,0.182,89.0,1051,13.7,8410,107,0.6934
641.08,270.81,0.531,62.0,3892,7.7,12420,224,0.9281
633.96,293.48,0.209,90.1,818,24.3,8370,64,0.666
611.48,274.99,0.372,90.1,347,5.4,9841,833,0.7838
636.13,304.78,0.417,87.1,648,26.0,5659,714,0.8296
649.63,293.27,0.219,90.6,719,26.3,8125,91,0.6751
652.53,303.64,0.389,78.2,1992,3.4,8420,316,0.8515
643.53,289.98,0.404,69.5,3181,35.5,7578,209,0.885
643.86,305.31,0.171,93.3,459,25.1,7935,86,0.6321
642.36,283.72,0.338,91.9,185,27.5,8379,682,0.7605
635.66,269.17,0.133,93.8,501,12.4,9443,79,0.5788
582.91,269.33,0.26,89.9,703,26.2,11507,294,0.6764
711.9,348.9,0.196,91.5,656,31.3,1203,123,0.7221
609.17,279.73,0.374,89.0,497,19.0,11341,525,0.7676
670.71,318.85,0.369,83.8,1255,40.0,2868,291,0.8225
659.14,302.52,0.595,60.8,3876,20.4,8926,536,0.9534
596.99,234.79,0.18,94.9,211,31.4,15000,128,0.5513
641.74,298.68,0.499,62.2,3961,22.9,7872,3,0.9216
616.09,278.17,0.303,84.3,1374,25.9,8540,75,0.7405
649.87,303.74,0.464,75.5,2160,3.3,7069,505,0.8907
637.34,278.19,0.32,69.8,3379,23.7,10002,114,0.8544
632.74,284.06,0.175,91.4,726,12.7,9087,116,0.6367
629.46,316.77,0.645,51.9,5000,11.5,5972,179,0.9647
660.48,303.51,0.12,96.4,175,37.4,7657,96,0.5849
660.72,324.13,0.365,82.1,1500,17.9,4645,494,0.8451
621.02,275.37,0.138,93.1,588,10.0,7643,116,0.5906
647.28,302.34,0.32,86.2,1048,16.4,6742,278,0.7743
643.9,304.72,0.233,87.0,1192,7.0,8410,180,0.7276
627.71,303.77,0.636,52.7,4919,34.3,5870,102,0.9599
647.5,314.39,0.181,88.2,1165,13.0,7357,92,0.6947
650.53,303.42,0.329,76.6,2394,25.3,8026,209,0.8379
625.87,288.09,0.673,51.4,5000,33.6,8235,71,0.9623
646.37,285.23,0.354,83.3,1365,15.0,8823,127,0.7852
647.11,277.05,0.335,85.9,1050,25.3,7477,12,0.7437
674.72,310.77,0.733,50.2,5000,9.7,5640,469,0.9775
655.78,282.41,0.409,67.1,3517,44.5,8246,13,0.8868
609.14,282.07,0.707,50.7,5000,29.4,7463,617,0.9722
634.74,287.64,0.279,87.3,1012,18.1,11074,15,0.712
625.48,261.86,0.516,72.9,2384,12.3,11452,566,0.8972
681.66,342.74,0.308,89.8,574,18.9,3884,310,0.7791
638.55,263.05,0.63,59.2,4017,16.6,9851,212,0.9447
586.76,259.69,0.567,53.5,5000,39.5,10453,47,0.9408
673.04,326.56,0.184,91.9,624,7.7,3963,89,0.6793
617.67,288.61,0.304,92.4,222,21.3,9738,351,0.7047
645.88,296.4,0.168,93.5,448,19.8,10688,215,0.6392
609.99,307.31,0.319,79.5,2004,18.8,5151,217,0.807
650.39,297.2,0.181,91.9,635,18.9,7291,43,0.6431
677.44,303.01,0.29,79.9,2036,18.8,8559,193,0.8131
635.76,278.73,0.177,90.4,862,28.7,9711,268,0.663
667.92,318.26,0.518,54.7,4974,26.1,5035,39,0.9505
600.84,252.3,0.639,78.8,1205,24.2,11471,1000,0.908
691.26,348.17,0.435,81.6,1377,-10.3,1912,532,0.8816
651.11,296.72,0.2,90.0,856,23.0,11971,115,0.6784
618.47,274.63,0.134,96.3,152,3.4,9651,249,0.5699
670.27,335.61,0.327,83.9,1361,26.5,6135,246,0.8139
649.74,287.56,0.452,70.0,2978,34.7,10593,34,0.8837
659.79,326.14,0.694,50.9,5000,10.7,4857,173,0.9716
659.66,293.93,0.0,98.9,159,17.4,8345,70,0.4899
630.08,290.41,0.537,66.8,3193,14.0,8716,122,0.9127
641.23,294.37,0.426,87.1,621,32.4,8708,864,0.8396
664.5,314.46,0.446,66.7,3461,21.0,5481,240,0.9148
640.62,281.04,0.075,92.6,837,37.3,6512,21,0.5682
640.9,294.02,0.217,94.0,243,24.1,8380,335,0.6655
665.83,327.95,0.657,73.5,1894,22.4,5820,1000,0.9483
660.88,294.85,0.627,55.9,4487,20.7,8814,55,0.9541
617.15,292.22,0.277,91.6,401,28.2,6158,345,0.7018
635.5,269.24,0.282,94.0,44,2.6,11000,522,0.6938
594.53,274.21,0.733,55.1,4306,20.9,12688,557,0.9656
655.77,304.94,0.47,73.8,2394,19.3,7108,369,0.894
631.04,287.52,0.615,64.4,3308,27.3,10761,722,0.9474
636.73,303.85,0.052,98.1,123,18.1,7363,10,0.5119
696.72,325.93,0.51,58.7,4423,9.6,5191,20,0.9446
637.24,309.49,0.24,87.6,1087,20.1,6723,43,0.7118
622.1,295.01,0.472,58.5,4558,9.2,8257,13,0.9258
659.8,338.91,0.079,97.5,134,0.7,2639,38,0.5725
635.56,256.38,0.669,56.2,4322,27.3,9877,509,0.9594
637.02,285.03,0.605,72.2,2238,25.8,8258,680,0.9257
630.86,281.77,0.254,83.6,1616,24.7,11002,123,0.7404
605.73,264.53,0.38,91.5,128,33.0,9824,945,0.7782
619.47,302.77,0.351,76.6,2332,13.3,8360,163,0.8319
634.13,302.72,0.292,81.4,1821,5.7,6932,57,0.7778
601.55,252.11,0.426,73.3,2591,19.3,12569,343,0.8568
598.69,249.58,0.369,74.9,2523,16.5,14510,164,0.8187
636.0,290.83,0.313,85.5,1173,11.6,6983,6,0.7421
633.44,279.86,0.49,87.0,458,19.2,11127,1000,0.8574
646.15,322.57,0.637,52.1,5000,13.9,5880,273,0.9672
648.23,305.77,0.667,51.5,5000,1.6,6237,285,0.9685
647.93,318.79,0.44,87.8,476,15.6,6841,1000,0.8589
628.61,287.87,0.398,78.0,1992,8.6,10054,538,0.8567
685.72,323.31,0.125,94.3,453,22.3,4775,135,0.6394
595.97,267.57,0.482,62.6,3950,13.4,12650,13,0.903
641.92,270.02,0.202,94.5,207,31.1,10814,75,0.6069
648.63,281.15,0.628,52.3,5000,36.0,9985,130,0.9596
622.94,302.14,0.586,75.0,1888,26.8,7119,968,0.9261
611.23,277.37,0.284,94.0,46,4.5,10488,659,0.7045
676.1,345.76,0.596,58.0,4273,35.1,0,7,0.9544
614.66,281.43,0.62,71.4,2307,35.8,9323,1000,0.9365
628.85,273.6,0.249,78.2,2390,20.2,8480,89,0.7728
654.21,321.58,0.332,88.8,643,33.2,2341,448,0.7856
600.53,281.08,0.193,90.4,821,14.5,9219,37,0.629
613.15,268.28,0.553,54.4,4917,1.3,9773,75,0.9423
668.06,336.77,0.363,78.6,2015,12.4,2439,211,0.8531
668.3,333.06,0.219,95.4,34,37.3,4440,365,0.6933
575.73,245.79,0.175,90.9,793,5.1,14193,127,0.5893
660.48,309.71,0.446,78.2,1825,20.0,7441,620,0.885
620.8,286.87,0.429,89.2,320,20.3,10927,845,0.8172
608.99,256.57,0.106,96.4,207,14.9,11380,39,0.5106
646.47,285.73,0.274,93.7,122,15.6,9182,380,0.6941
602.83,258.67,0.379,78.4,1992,20.7,11052,42,0.7936
676.61,313.13,0.225,90.1,773,14.4,1661,125,0.7101
630.17,303.25,0.272,88.0,936,5.8,7308,514,0.7592
708.88,337.09,0.094,97.2,124,22.2,0,123,0.6148
642.22,310.14,0.584,69.5,2679,30.7,2762,714,0.9371
644.61,307.03,0.45,70.5,2911,28.7,6362,159,0.8922
655.18,303.63,0.509,64.9,3537,11.9,6004,111,0.9212
627.75,289.57,0.669,71.8,2109,7.5,8124,1000,0.9436
650.9,298.04,0.391,71.3,2968,17.2,7938,175,0.8765
645.12,303.44,0.332,81.2,1722,35.7,8401,405,0.8228
639.62,289.94,0.368,83.1,1353,26.5,8524,274,0.8031
637.19,292.55,0.239,91.0,602,27.0,8999,68,0.6712
669.23,312.87,0.192,95.4,110,28.9,5123,208,0.6517
629.23,304.64,0.259,90.0,690,24.2,5826,24,0.6887
641.21,300.3,0.396,75.9,2302,21.2,7889,370,0.8648
635.42,285.18,0.703,50.8,5000,26.6,7936,220,0.9679
667.17,313.93,0.264,90.6,592,14.5,4754,39,0.709
581.79,252.67,0.459,75.2,2216,5.9,11245,437,0.8553
628.17,261.23,0.408,82.7,1301,27.2,10174,490,0.8176
661.87,314.78,0.457,77.0,1975,32.4,5421,397,0.8833
631.55,308.71,0.102,97.9,3,8.8,7375,120,0.5527
614.42,250.13,0.235,93.5,262,28.2,14029,385,0.6423
633.68,291.88,0.162,93.3,489,36.8,8482,259,0.6343
674.93,299.02,0.654,55.4,4478,20.0,9187,235,0.9623
647.39,309.86,0.183,95.8,83,11.8,6173,314,0.6443
670.39,307.16,0.304,82.1,1686,21.2,7061,298,0.8102
634.03,259.54,0.819,50.0,5000,14.5,12534,482,0.9773
622.8,289.37,0.723,70.7,2112,13.8,8340,1000,0.9506
631.28,277.21,0.322,84.2,1325,24.3,7787,389,0.7808
679.75,313.06,0.302,87.1,975,4.0,8023,175,0.7694
631.9,252.45,0.391,78.4,1957,5.6,15000,186,0.815
614.1,276.49,0.195,86.9,1309,20.2,8119,9,0.6645
670.35,310.97,0.398,74.9,2444,19.8,5510,52,0.8624
667.57,324.73,0.309,80.3,1923,23.4,6034,78,0.8138
613.54,273.71,0.623,75.7,1676,38.8,10342,1000,0.9228
661.28,337.78,0.64,52.0,5000,21.0,3715,432,0.972
673.8,315.64,0.505,64.5,3612,26.0,9352,46,0.9249
669.32,308.39,0.419,78.4,1877,10.2,5829,207,0.8568
